,price,rate,label
0,0.0495,0.0,1
1,0.0726,0.46666666666666656,1
2,0.0859,0.18319559228650148,1
3,0.0783,-0.08847497089639125,0
4,0.0767,-0.02043422733077893,0
5,0.0649,-0.1538461538461539,0
6,0.0566,-0.12788906009244996,0
7,0.0581,0.026501766784452322,1
8,0.053,-0.08777969018932875,0
9,0.053,0.0,1
10,0.058,0.09433962264150952,1
11,0.0595,0.025862068965517144,1
12,0.0648,0.08907563025210083,1
13,0.0663,0.02314814814814817,1
14,0.0664,0.001508295625942728,1
15,0.0611,-0.07981927710843373,0
16,0.0613,0.0032733224222585727,1
17,0.06,-0.021207177814029404,0
18,0.0597,-0.0049999999999999125,0
19,0.0596,-0.0016750418760469491,0
20,0.0622,0.043624161073825475,1
21,0.0599,-0.036977491961414734,0
22,0.06,0.001669449081802937,1
23,0.066,0.10000000000000009,1
24,0.069,0.04545454545454549,1
25,0.0635,-0.0797101449275363,0
26,0.069,0.08661417322834654,1
27,0.0655,-0.05072463768115946,0
28,0.0663,0.012213740458015192,1
29,0.0661,-0.003016591251885247,0
30,0.0643,-0.02723146747352511,0
31,0.0678,0.0544323483670296,1
32,0.069,0.017699115044247885,1
33,0.0673,-0.02463768115942039,0
34,0.0661,-0.017830609212481318,0
35,0.066,-0.0015128593040847633,0
36,0.0655,-0.007575757575757582,0
37,0.0655,0.0,1
38,0.065,-0.007633587786259549,0
39,0.0656,0.009230769230769282,1
40,0.0644,-0.018292682926829368,0
41,0.0645,0.0015527950310559452,1
42,0.0646,0.0015503875968992692,1
43,0.0644,-0.003095975232198231,0
44,0.0648,0.006211180124223565,1
45,0.0621,-0.041666666666666574,0
46,0.0625,0.006441223832528141,1
47,0.0622,-0.0048000000000000265,0
48,0.0609,-0.02090032154340829,0
49,0.0618,0.014778325123152676,1
50,0.062,0.003236245954692537,1
51,0.0622,0.0032258064516128837,1
52,0.0613,-0.014469453376205756,0
53,0.0615,0.0032626427406198823,1
54,0.0611,-0.0065040650406503675,0
55,0.0614,0.004909983633387916,1
56,0.0628,0.022801302931595952,1
57,0.0618,-0.015923566878980798,0
58,0.0621,0.004854368932038861,1
59,0.062,-0.001610305958132091,0
60,0.0615,-0.008064516129032265,0
61,0.0619,0.0065040650406503675,1
62,0.0599,-0.0323101777059773,0
63,0.06,0.001669449081802937,1
64,0.0618,0.03000000000000005,1
65,0.0621,0.004854368932038861,1
66,0.0629,0.012882447665056283,1
67,0.0623,-0.009538950715421246,0
68,0.0622,-0.0016051364365971567,0
69,0.0621,-0.0016077170418005776,0
70,0.0621,0.0,1
71,0.062,-0.001610305958132091,0
72,0.0621,0.0016129032258064978,1
73,0.0619,-0.003220611916264182,0
74,0.062,0.0016155088852989154,1
75,0.0618,-0.0032258064516128837,0
76,0.0619,0.0016181229773462125,1
77,0.0616,-0.004846526655896522,0
78,0.0613,-0.004870129870129897,0
79,0.0612,-0.0016313213703099978,0
80,0.0614,0.003267973856209244,1
81,0.0622,0.013029315960911973,1
82,0.0651,0.04662379421221876,1
83,0.0769,0.18125960061443916,1
84,0.0884,0.14954486345903786,1
85,0.0948,0.07239819004524874,1
86,0.093,-0.018987341772151858,0
87,0.0945,0.01612903225806453,1
88,0.0985,0.04232804232804237,1
89,0.103,0.04568527918781716,1
90,0.103,0.0,1
91,0.101,-0.019417475728155224,0
92,0.102,0.009900990099009771,1
93,0.103,0.00980392156862746,1
94,0.0985,-0.04368932038834942,0
95,0.0995,0.010152284263959399,1
96,0.102,0.0251256281407034,1
97,0.105,0.02941176470588238,1
98,0.107,0.019047619047619067,1
99,0.112,0.04672897196261686,1
100,0.111,-0.008928571428571437,0
101,0.142,0.27927927927927915,1
102,0.169,0.19014084507042273,1
103,0.179,0.05917159763313598,1
104,0.185,0.03351955307262573,1
105,0.193,0.04324324324324328,1
106,0.193,0.0,1
107,0.194,0.005181347150259072,1
108,0.193,-0.005154639175257736,0
109,0.193,0.0,1
110,0.214,0.10880829015544037,1
111,0.235,0.09813084112149528,1
112,0.326,0.3872340425531916,1
113,0.405,0.24233128834355833,1
114,0.294,-0.27407407407407414,0
115,0.237,-0.19387755102040816,0
116,0.225,-0.05063291139240499,0
117,0.227,0.008888888888888896,1
118,0.249,0.09691629955947133,1
119,0.282,0.1325301204819276,1
120,0.278,-0.014184397163120385,0
121,0.274,-0.014388489208633105,0
122,0.246,-0.1021897810218979,0
123,0.226,-0.08130081300813004,0
124,0.245,0.08407079646017694,1
125,0.274,0.11836734693877561,1
126,0.282,0.029197080291970625,1
127,0.277,-0.01773049645390053,0
128,0.28,0.0108303249097473,1
129,0.283,0.010714285714285525,1
130,0.283,0.0,1
131,0.281,-0.00706713780918709,0
132,0.282,0.0035587188612097695,1
133,0.284,0.0070921985815602905,1
134,0.277,-0.02464788732394349,0
135,0.254,-0.08303249097472931,0
136,0.219,-0.1377952755905512,0
137,0.219,0.0,1
138,0.242,0.10502283105022828,1
139,0.251,0.037190082644628135,1
140,0.23,-0.0836653386454183,0
141,0.205,-0.10869565217391314,0
142,0.215,0.04878048780487809,1
143,0.213,-0.009302325581395357,0
144,0.239,0.1220657276995305,1
145,0.213,-0.10878661087866107,0
146,0.202,-0.05164319248826283,0
147,0.216,0.06930693069306923,1
148,0.214,-0.009259259259259267,0
149,0.22,0.028037383177570117,1
150,0.238,0.08181818181818176,1
151,0.242,0.016806722689075647,1
152,0.244,0.008264462809917363,1
153,0.245,0.004098360655737709,1
154,0.245,0.0,1
155,0.244,-0.004081632653061228,0
156,0.254,0.04098360655737709,1
157,0.25,-0.015748031496063006,0
158,0.247,-0.01200000000000001,0
159,0.249,0.008097165991902841,1
160,0.249,0.0,1
161,0.249,0.0,1
162,0.257,0.03212851405622493,1
163,0.258,0.003891050583657591,1
164,0.272,0.054263565891472916,1
165,0.286,0.051470588235293956,1
166,0.296,0.034965034965035,1
167,0.3,0.013513513513513526,1
168,0.296,-0.013333333333333346,0
169,0.297,0.0033783783783783816,1
170,0.293,-0.013468013468013481,0
171,0.297,0.013651877133105814,1
172,0.294,-0.01010101010101011,0
173,0.299,0.01700680272108845,1
174,0.309,0.03344481605351174,1
175,0.316,0.022653721682847915,1
176,0.323,0.022151898734177236,1
177,0.325,0.00619195046439629,1
178,0.327,0.006153846153846159,1
179,0.323,-0.012232415902140683,0
180,0.318,-0.015479876160990726,0
181,0.359,0.12893081761006284,1
182,0.393,0.09470752089136499,1
183,0.393,0.0,1
184,0.368,-0.0636132315521629,0
185,0.331,-0.10054347826086951,0
186,0.313,-0.05438066465256802,0
187,0.351,0.12140575079872197,1
188,0.405,0.153846153846154,1
189,0.427,0.0543209876543209,1
